35428.91702479276,56462.4773500926,55959.40733194677,-21128.478717191123
35430.00070643403,56462.80324325409,55961.21695464343,-21126.333330789195
35429.77402017713,56463.00645280242,55959.97221320936,-21127.65400872594
35428.126388367105,56461.52231768226,55958.74488349148,-21129.26837754036
35428.14695424203,56462.2530663103,55959.13823712446,-21129.05110874313
35429.91497133292,56462.24269437766,55959.93700727627,-21127.449915931084
35429.07416919906,56462.260261336996,55960.42697081877,-21127.40114983448
35430.41643253014,56465.011691755266,55962.07301699357,-21125.82676702907
35430.08375002481,56464.76843065874,55960.929879448166,-21127.001355661752
35427.65898473675,56461.79879092189,55958.35639331349,-21129.91828484556
35429.620328986144,56463.36825016678,55959.91990659981,-21127.85701408721
35429.83216613816,56462.63676128598,55959.926473534855,-21127.586611623363
35429.23240756529,56462.93694147623,55960.032397677394,-21127.842363123924
35428.97815704998,56464.03063742071,55960.1027665368,-21128.144826064694
35429.629197417766,56463.757913761,55960.88898058836,-21127.0332236283
35431.1802966061,56463.18370775727,55961.96238381673,-21125.15199237442
35428.85823339454,56462.21348089645,55959.847964533335,-21128.034518151162
35428.97796678417,56463.66251724585,55960.06310843682,-21128.099941704175
35429.28934202372,56463.423394782665,55960.305476498055,-21127.66751091699
35427.86408251759,56462.6129410669,55958.46604117059,-21129.89897569045
35429.63508319623,56464.16417092597,55960.184729725916,-21127.77992696922
35429.0246277898,56463.13643077558,55960.21027647379,-21127.823699132085
35429.55338097709,56462.204402207106,55959.892379261655,-21127.652712557934
35429.31751010005,56462.68173744455,55960.04219900632,-21127.73428185288
35428.403181245056,56462.4429690655,55959.42810712701,-21128.699069505914
35430.81316584336,56466.321651786275,55962.02432671726,-21125.97010201152
35430.15803107882,56464.0838496912,55961.05871165548,-21126.693552302513
35430.59919498222,56464.65837182703,55961.83334566446,-21125.886625701183
35428.77270052336,56461.588275202324,55960.026971987856,-21127.768551646575
35430.248830858916,56464.35832425887,55961.51567761138,-21126.280216261814
35428.423771061425,56462.86682351016,55959.48107693146,-21128.73495443974
35429.73235668487,56464.16351058821,55960.755230561044,-21127.199566209
35429.31648192798,56464.44452598707,55960.94647306282,-21127.284269744076
35428.9547970287,56463.806034756024,55960.28030679046,-21127.93926232808
35431.49779287887,56464.978430532465,55961.980988910036,-21125.383139932197
35430.47398479266,56464.51834344406,55962.64399400103,-21125.153421226012
35426.915891071316,56461.09601643049,55957.78867174938,-21130.649789065763
35428.35077351945,56463.414220452585,55959.35075993999,-21129.013306337794
35428.900864263735,56463.67146877682,55959.619960509,-21128.554069700564
35430.035401085624,56464.3541897531,55960.99853921033,-21126.867141584167
35428.99583485852,56463.930474205816,55959.87341803522,-21128.326823715932
35428.75781320691,56463.48485994754,55958.911188803075,-21129.24471540327
35429.751241156104,56464.08220421601,55960.5880545372,-21127.32845855049
35428.80125094063,56462.8091161267,55959.80482240006,-21128.235444548216
35429.320744037555,56462.76467152137,55960.169856724366,-21127.635340619283
35430.41257938602,56462.97234444564,55960.71815943909,-21126.636286510686
35428.22641833768,56462.111956655506,55960.13586894492,-21128.046891896403
35429.36393248382,56462.11060995333,55960.44060379835,-21127.214086943295
35429.41519159312,56464.656772240196,55960.017603733824,-21128.1526327023
35428.567766309476,56461.99353253594,55958.69032638697,-21129.20639523641
35430.58231096594,56463.73362061315,55961.37328790188,-21126.11232962771
35427.817020530725,56461.20235797414,55958.835064812156,-21129.26012029263
35430.461155033045,56464.2227968237,55961.714695473915,-21125.961906494238
35428.11875131648,56461.473703778094,55959.42533407916,-21128.62147272994
35429.945692121844,56462.714957592405,55961.19452712589,-21126.360789211947
35429.08746635959,56462.82763530531,55960.50348340407,-21127.44708420444
35429.08812194944,56461.22082927289,55960.33420295112,-21127.24616380293
35426.58624337597,56460.87875036103,55956.86439354813,-21131.62707052613
35427.954998154586,56461.763853157565,55959.1526962018,-21129.023643291785
35430.16826430682,56463.54468017361,55961.39692276301,-21126.25274396758
35430.49182259349,56463.08890782604,55961.00794079698,-21126.356991184544
35428.80410423696,56463.26699397213,55960.44515910965,-21127.735292847017
35428.34794793544,56462.20711863375,55958.4817663765,-21129.560854597352
35427.36335105014,56461.61244216367,55958.34690310362,-21130.027244616
35429.74687247488,56462.88023794297,55960.865850634065,-21126.803276384326
35427.38505235149,56462.50804672477,55958.33176836504,-21130.231039311937
35429.26241613848,56463.27746434089,55960.07219149756,-21127.866037521966
35428.143975844425,56464.59969146872,55959.60488711051,-21129.139196028573
35427.63147333693,56461.3808595194,55958.168655170004,-21130.01321765023
35429.47403189901,56462.59870340709,55960.677875421134,-21127.048873293483
35429.551198632835,56462.73465566671,55959.48971516666,-21128.156452168565
35430.480942336224,56464.2706722231,55961.375191620915,-21126.28349939057
35428.69328482226,56463.04754261538,55960.01651775917,-21128.142411326924
35431.23682303558,56464.595184677506,55961.801675128314,-21125.592282520854
35429.0873110788,56463.58426862301,55959.78164954344,-21128.29289419869
35429.79485597435,56463.783023186494,55960.10395545847,-21127.693780728154
35429.42030847558,56464.11182358167,55960.376338286085,-21127.694166756584
35427.958726911376,56461.46801415627,55958.92793575514,-21129.1637578662
35428.31935378749,56463.24517184475,55959.17320663998,-21129.1593942357
35430.48952397819,56463.41801624121,55961.531968937576,-21125.939545167188
35427.95282956778,56460.5372287355,55958.47504204456,-21129.381929095234
35428.87031620795,56462.989898030355,55959.36985554755,-21128.64990703029
35429.543803061184,56463.83200594941,55960.65023568555,-21127.31607954551
